route_variant,seq,from_station,to_station,distance_miles,run_min,wait_min
WOKING - POOLE,1,WOKING,BASINGSTOKE,,18,2
WOKING - POOLE,2,BASINGSTOKE,MICHELDEVER,,10,2
WOKING - POOLE,3,MICHELDEVER,WINCHESTER,,9,0
WOKING - POOLE,4,WINCHESTER,SHAWFORD,,4,1
WOKING - POOLE,5,SHAWFORD,EASTLEIGH,,6,0
WOKING - POOLE,6,EASTLEIGH,SOUTHAMPTON AIRPORT (PARKWAY),,4,4
WOKING - POOLE,7,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,7,1
WOKING - POOLE,8,SOUTHAMPTON CENTRAL,TOTTON,,5,1
WOKING - POOLE,9,TOTTON,ASHURST NEW FOREST,,4,1
WOKING - POOLE,10,ASHURST NEW FOREST,BEAULIEU ROAD,,5,0
WOKING - POOLE,11,BEAULIEU ROAD,BROCKENHURST,,6,0
WOKING - POOLE,12,BROCKENHURST,SWAY,,4,1
WOKING - POOLE,13,SWAY,NEW MILTON,,5,0
WOKING - POOLE,14,NEW MILTON,HINTON ADMIRAL,,4,0
WOKING - POOLE,15,HINTON ADMIRAL,CHRISTCHURCH,,5,0
WOKING - POOLE,16,CHRISTCHURCH,POKESDOWN,,4,0
WOKING - POOLE,17,POKESDOWN,BOURNEMOUTH,,4,0
WOKING - POOLE,18,BOURNEMOUTH,POOLE,,9,1
WOKING - POOLE (2),1,WOKING,BASINGSTOKE,,19,1
WOKING - POOLE (2),2,BASINGSTOKE,WINCHESTER,,16,1
WOKING - POOLE (2),3,WINCHESTER,EASTLEIGH,,8,1
WOKING - POOLE (2),4,EASTLEIGH,SOUTHAMPTON AIRPORT (PARKWAY),,3,1
WOKING - POOLE (2),5,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,7,1
WOKING - POOLE (2),6,SOUTHAMPTON CENTRAL,TOTTON,,5,2
WOKING - POOLE (2),7,TOTTON,ASHURST NEW FOREST,,5,0
WOKING - POOLE (2),8,ASHURST NEW FOREST,BEAULIEU ROAD,,4,0
WOKING - POOLE (2),9,BEAULIEU ROAD,BROCKENHURST,,6,0
WOKING - POOLE (2),10,BROCKENHURST,SWAY,,4,1
WOKING - POOLE (2),11,SWAY,NEW MILTON,,5,0
WOKING - POOLE (2),12,NEW MILTON,HINTON ADMIRAL,,4,0
WOKING - POOLE (2),13,HINTON ADMIRAL,CHRISTCHURCH,,5,0
WOKING - POOLE (2),14,CHRISTCHURCH,POKESDOWN,,4,0
WOKING - POOLE (2),15,POKESDOWN,BOURNEMOUTH,,4,0
WOKING - POOLE (2),16,BOURNEMOUTH,POOLE,,9,1
POOLE - WOKING,1,POOLE,BOURNEMOUTH,,9,0
POOLE - WOKING,2,BOURNEMOUTH,POKESDOWN,,4,2
POOLE - WOKING,3,POKESDOWN,CHRISTCHURCH,,3,0
POOLE - WOKING,4,CHRISTCHURCH,HINTON ADMIRAL,,5,1
POOLE - WOKING,5,HINTON ADMIRAL,NEW MILTON,,4,0
POOLE - WOKING,6,NEW MILTON,SWAY,,5,0
POOLE - WOKING,7,SWAY,BROCKENHURST,,4,0
POOLE - WOKING,8,BROCKENHURST,BEAULIEU ROAD,,6,1
POOLE - WOKING,9,BEAULIEU ROAD,ASHURST NEW FOREST,,4,0
POOLE - WOKING,10,ASHURST NEW FOREST,TOTTON,,4,0
POOLE - WOKING,11,TOTTON,SOUTHAMPTON CENTRAL,,5,1
POOLE - WOKING,12,SOUTHAMPTON CENTRAL,SOUTHAMPTON AIRPORT (PARKWAY),,7,2
POOLE - WOKING,13,SOUTHAMPTON AIRPORT (PARKWAY),EASTLEIGH,,3,1
POOLE - WOKING,14,EASTLEIGH,WINCHESTER,,9,1
POOLE - WOKING,15,WINCHESTER,BASINGSTOKE,,16,1
POOLE - WOKING,16,BASINGSTOKE,WOKING,,18,2
PORTSMOUTH HARBOUR - WOKING,1,PORTSMOUTH HARBOUR,PORTSMOUTH & SOUTHSEA,,3,0
PORTSMOUTH HARBOUR - WOKING,2,PORTSMOUTH & SOUTHSEA,FRATTON PORTSMOUTH,,3,2
PORTSMOUTH HARBOUR - WOKING,3,FRATTON PORTSMOUTH,HILSEA PORTSMOUTH,,4,1
PORTSMOUTH HARBOUR - WOKING,4,HILSEA PORTSMOUTH,COSHAM,,5,0
PORTSMOUTH HARBOUR - WOKING,5,COSHAM,PORTCHESTER,,5,0
PORTSMOUTH HARBOUR - WOKING,6,PORTCHESTER,FAREHAM,,5,0
PORTSMOUTH HARBOUR - WOKING,7,FAREHAM,BOTLEY,,7,1
PORTSMOUTH HARBOUR - WOKING,8,BOTLEY,HEDGE END,,4,0
PORTSMOUTH HARBOUR - WOKING,9,HEDGE END,EASTLEIGH,,6,1
PORTSMOUTH HARBOUR - WOKING,10,EASTLEIGH,SHAWFORD,,6,7
PORTSMOUTH HARBOUR - WOKING,11,SHAWFORD,WINCHESTER,,5,0
PORTSMOUTH HARBOUR - WOKING,12,WINCHESTER,MICHELDEVER,,9,1
PORTSMOUTH HARBOUR - WOKING,13,MICHELDEVER,BASINGSTOKE,,10,0
PORTSMOUTH HARBOUR - WOKING,14,BASINGSTOKE,FARNBOROUGH (MAIN),,13,2
PORTSMOUTH HARBOUR - WOKING,15,FARNBOROUGH (MAIN),WOKING,,10,1
PORTSMOUTH HARBOUR - WOKING (2),1,PORTSMOUTH HARBOUR,PORTSMOUTH & SOUTHSEA,,3,0
PORTSMOUTH HARBOUR - WOKING (2),2,PORTSMOUTH & SOUTHSEA,FRATTON PORTSMOUTH,,3,2
PORTSMOUTH HARBOUR - WOKING (2),3,FRATTON PORTSMOUTH,HILSEA PORTSMOUTH,,4,1
PORTSMOUTH HARBOUR - WOKING (2),4,HILSEA PORTSMOUTH,COSHAM,,5,0
PORTSMOUTH HARBOUR - WOKING (2),5,COSHAM,PORTCHESTER,,5,0
PORTSMOUTH HARBOUR - WOKING (2),6,PORTCHESTER,FAREHAM,,5,0
PORTSMOUTH HARBOUR - WOKING (2),7,FAREHAM,BOTLEY,,7,1
PORTSMOUTH HARBOUR - WOKING (2),8,BOTLEY,HEDGE END,,4,0
PORTSMOUTH HARBOUR - WOKING (2),9,HEDGE END,EASTLEIGH,,6,1
PORTSMOUTH HARBOUR - WOKING (2),10,EASTLEIGH,SHAWFORD,,6,7
PORTSMOUTH HARBOUR - WOKING (2),11,SHAWFORD,WINCHESTER,,5,0
PORTSMOUTH HARBOUR - WOKING (2),12,WINCHESTER,MICHELDEVER,,9,1
PORTSMOUTH HARBOUR - WOKING (2),13,MICHELDEVER,BASINGSTOKE,,13,0
PORTSMOUTH HARBOUR - WOKING (2),14,BASINGSTOKE,WOKING,,18,1
SOUTHAMPTON CENTRAL - WOKING,1,SOUTHAMPTON CENTRAL,SOUTHAMPTON AIRPORT (PARKWAY),,7,0
SOUTHAMPTON CENTRAL - WOKING,2,SOUTHAMPTON AIRPORT (PARKWAY),EASTLEIGH,,4,1
SOUTHAMPTON CENTRAL - WOKING,3,EASTLEIGH,SHAWFORD,,6,4
SOUTHAMPTON CENTRAL - WOKING,4,SHAWFORD,WINCHESTER,,5,0
SOUTHAMPTON CENTRAL - WOKING,5,WINCHESTER,MICHELDEVER,,9,1
SOUTHAMPTON CENTRAL - WOKING,6,MICHELDEVER,BASINGSTOKE,,10,0
SOUTHAMPTON CENTRAL - WOKING,7,BASINGSTOKE,WOKING,,18,2
POOLE - WOKING (2),1,POOLE,PARKSTONE,,4,0
POOLE - WOKING (2),2,PARKSTONE,BRANKSOME,,3,0
POOLE - WOKING (2),3,BRANKSOME,BOURNEMOUTH,,5,0
POOLE - WOKING (2),4,BOURNEMOUTH,POKESDOWN,,4,4
POOLE - WOKING (2),5,POKESDOWN,CHRISTCHURCH,,3,0
POOLE - WOKING (2),6,CHRISTCHURCH,HINTON ADMIRAL,,5,1
POOLE - WOKING (2),7,HINTON ADMIRAL,NEW MILTON,,4,0
POOLE - WOKING (2),8,NEW MILTON,SWAY,,5,0
POOLE - WOKING (2),9,SWAY,BROCKENHURST,,4,0
POOLE - WOKING (2),10,BROCKENHURST,ASHURST NEW FOREST,,10,1
POOLE - WOKING (2),11,ASHURST NEW FOREST,TOTTON,,4,0
POOLE - WOKING (2),12,TOTTON,SOUTHAMPTON CENTRAL,,6,1
POOLE - WOKING (2),13,SOUTHAMPTON CENTRAL,SOUTHAMPTON AIRPORT (PARKWAY),,7,2
POOLE - WOKING (2),14,SOUTHAMPTON AIRPORT (PARKWAY),WINCHESTER,,8,1
POOLE - WOKING (2),15,WINCHESTER,BASINGSTOKE,,18,1
POOLE - WOKING (2),16,BASINGSTOKE,FLEET,,11,1
POOLE - WOKING (2),17,FLEET,FARNBOROUGH (MAIN),,5,0
POOLE - WOKING (2),18,FARNBOROUGH (MAIN),WOKING,,9,1
WOKING - POOLE (3),1,WOKING,BASINGSTOKE,,19,1
WOKING - POOLE (3),2,BASINGSTOKE,WINCHESTER,,16,1
WOKING - POOLE (3),3,WINCHESTER,EASTLEIGH,,8,1
WOKING - POOLE (3),4,EASTLEIGH,SOUTHAMPTON AIRPORT (PARKWAY),,4,1
WOKING - POOLE (3),5,SOUTHAMPTON AIRPORT (PARKWAY),ST DENYS,,4,1
WOKING - POOLE (3),6,ST DENYS,SOUTHAMPTON CENTRAL,,5,0
WOKING - POOLE (3),7,SOUTHAMPTON CENTRAL,TOTTON,,5,3
WOKING - POOLE (3),8,TOTTON,BROCKENHURST,,10,1
WOKING - POOLE (3),9,BROCKENHURST,NEW MILTON,,6,2
WOKING - POOLE (3),10,NEW MILTON,CHRISTCHURCH,,6,1
WOKING - POOLE (3),11,CHRISTCHURCH,POKESDOWN,,3,1
WOKING - POOLE (3),12,POKESDOWN,BOURNEMOUTH,,4,0
WOKING - POOLE (3),13,BOURNEMOUTH,BRANKSOME,,5,1
WOKING - POOLE (3),14,BRANKSOME,PARKSTONE,,2,1
WOKING - POOLE (3),15,PARKSTONE,POOLE,,3,1
WOKING - BOURNEMOUTH,1,WOKING,BASINGSTOKE,,18,1
WOKING - BOURNEMOUTH,2,BASINGSTOKE,WINCHESTER,,15,2
WOKING - BOURNEMOUTH,3,WINCHESTER,EASTLEIGH,,8,1
WOKING - BOURNEMOUTH,4,EASTLEIGH,SOUTHAMPTON AIRPORT (PARKWAY),,4,1
WOKING - BOURNEMOUTH,5,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,7,0
WOKING - BOURNEMOUTH,6,SOUTHAMPTON CENTRAL,TOTTON,,5,2
WOKING - BOURNEMOUTH,7,TOTTON,BROCKENHURST,,10,1
WOKING - BOURNEMOUTH,8,BROCKENHURST,NEW MILTON,,6,1
WOKING - BOURNEMOUTH,9,NEW MILTON,CHRISTCHURCH,,6,1
WOKING - BOURNEMOUTH,10,CHRISTCHURCH,POKESDOWN,,3,1
WOKING - BOURNEMOUTH,11,POKESDOWN,BOURNEMOUTH,,4,0
WOKING - PORTSMOUTH HARBOUR,1,WOKING,FARNBOROUGH (MAIN),,10,2
WOKING - PORTSMOUTH HARBOUR,2,FARNBOROUGH (MAIN),BASINGSTOKE,,13,1
WOKING - PORTSMOUTH HARBOUR,3,BASINGSTOKE,MICHELDEVER,,10,2
WOKING - PORTSMOUTH HARBOUR,4,MICHELDEVER,WINCHESTER,,9,0
WOKING - PORTSMOUTH HARBOUR,5,WINCHESTER,SHAWFORD,,5,1
WOKING - PORTSMOUTH HARBOUR,6,SHAWFORD,EASTLEIGH,,5,0
WOKING - PORTSMOUTH HARBOUR,7,EASTLEIGH,HEDGE END,,6,9
WOKING - PORTSMOUTH HARBOUR,8,HEDGE END,BOTLEY,,4,0
WOKING - PORTSMOUTH HARBOUR,9,BOTLEY,FAREHAM,,8,0
WOKING - PORTSMOUTH HARBOUR,10,FAREHAM,PORTCHESTER,,5,1
WOKING - PORTSMOUTH HARBOUR,11,PORTCHESTER,COSHAM,,5,0
WOKING - PORTSMOUTH HARBOUR,12,COSHAM,HILSEA PORTSMOUTH,,5,0
WOKING - PORTSMOUTH HARBOUR,13,HILSEA PORTSMOUTH,FRATTON PORTSMOUTH,,9,0
WOKING - PORTSMOUTH HARBOUR,14,FRATTON PORTSMOUTH,PORTSMOUTH & SOUTHSEA,,3,1
WOKING - PORTSMOUTH HARBOUR,15,PORTSMOUTH & SOUTHSEA,PORTSMOUTH HARBOUR,,6,1
WOKING - PORTSMOUTH HARBOUR (2),1,WOKING,FARNBOROUGH (MAIN),,10,2
WOKING - PORTSMOUTH HARBOUR (2),2,FARNBOROUGH (MAIN),BASINGSTOKE,,13,1
WOKING - PORTSMOUTH HARBOUR (2),3,BASINGSTOKE,MICHELDEVER,,10,2
WOKING - PORTSMOUTH HARBOUR (2),4,MICHELDEVER,WINCHESTER,,9,0
WOKING - PORTSMOUTH HARBOUR (2),5,WINCHESTER,SHAWFORD,,5,1
WOKING - PORTSMOUTH HARBOUR (2),6,SHAWFORD,EASTLEIGH,,5,0
WOKING - PORTSMOUTH HARBOUR (2),7,EASTLEIGH,HEDGE END,,6,13
WOKING - PORTSMOUTH HARBOUR (2),8,HEDGE END,BOTLEY,,3,1
WOKING - PORTSMOUTH HARBOUR (2),9,BOTLEY,FAREHAM,,7,1
WOKING - PORTSMOUTH HARBOUR (2),10,FAREHAM,PORTCHESTER,,5,1
WOKING - PORTSMOUTH HARBOUR (2),11,PORTCHESTER,COSHAM,,4,1
WOKING - PORTSMOUTH HARBOUR (2),12,COSHAM,FRATTON PORTSMOUTH,,6,1
WOKING - PORTSMOUTH HARBOUR (2),13,FRATTON PORTSMOUTH,PORTSMOUTH & SOUTHSEA,,3,1
WOKING - PORTSMOUTH HARBOUR (2),14,PORTSMOUTH & SOUTHSEA,PORTSMOUTH HARBOUR,,3,1
WOKING - BASINGSTOKE,1,WOKING,BROOKWOOD,,5,0
WOKING - BASINGSTOKE,2,BROOKWOOD,FARNBOROUGH (MAIN),,7,0
WOKING - BASINGSTOKE,3,FARNBOROUGH (MAIN),FLEET,,5,1
WOKING - BASINGSTOKE,4,FLEET,WINCHFIELD,,5,0
WOKING - BASINGSTOKE,5,WINCHFIELD,HOOK,,4,1
WOKING - BASINGSTOKE,6,HOOK,BASINGSTOKE,,7,0
BASINGSTOKE - SURBITON,1,BASINGSTOKE,HOOK,,7,0
BASINGSTOKE - SURBITON,2,HOOK,WINCHFIELD,,4,0
BASINGSTOKE - SURBITON,3,WINCHFIELD,FLEET,,5,0
BASINGSTOKE - SURBITON,4,FLEET,FARNBOROUGH (MAIN),,5,0
BASINGSTOKE - SURBITON,5,FARNBOROUGH (MAIN),BROOKWOOD,,7,1
BASINGSTOKE - SURBITON,6,BROOKWOOD,WOKING,,5,0
BASINGSTOKE - SURBITON,7,WOKING,SURBITON,,11,8
SURBITON - BASINGSTOKE,1,SURBITON,WOKING,,12,0
SURBITON - BASINGSTOKE,2,WOKING,BROOKWOOD,,5,4
SURBITON - BASINGSTOKE,3,BROOKWOOD,FARNBOROUGH (MAIN),,7,0
SURBITON - BASINGSTOKE,4,FARNBOROUGH (MAIN),FLEET,,5,1
SURBITON - BASINGSTOKE,5,FLEET,WINCHFIELD,,5,0
SURBITON - BASINGSTOKE,6,WINCHFIELD,HOOK,,4,1
SURBITON - BASINGSTOKE,7,HOOK,BASINGSTOKE,,7,0
BASINGSTOKE - SURBITON (2),1,BASINGSTOKE,FLEET,,10,0
BASINGSTOKE - SURBITON (2),2,FLEET,FARNBOROUGH (MAIN),,5,2
BASINGSTOKE - SURBITON (2),3,FARNBOROUGH (MAIN),BROOKWOOD,,7,1
BASINGSTOKE - SURBITON (2),4,BROOKWOOD,WOKING,,5,0
BASINGSTOKE - SURBITON (2),5,WOKING,WEYBRIDGE,,6,8
BASINGSTOKE - SURBITON (2),6,WEYBRIDGE,WALTON-ON-THAMES,,4,0
BASINGSTOKE - SURBITON (2),7,WALTON-ON-THAMES,SURBITON,,7,0
SURBITON - BASINGSTOKE (2),1,SURBITON,WALTON-ON-THAMES,,6,2
SURBITON - BASINGSTOKE (2),2,WALTON-ON-THAMES,WEYBRIDGE,,3,1
SURBITON - BASINGSTOKE (2),3,WEYBRIDGE,WOKING,,6,1
SURBITON - BASINGSTOKE (2),4,WOKING,BROOKWOOD,,5,4
SURBITON - BASINGSTOKE (2),5,BROOKWOOD,FARNBOROUGH (MAIN),,8,0
SURBITON - BASINGSTOKE (2),6,FARNBOROUGH (MAIN),FLEET,,5,0
SURBITON - BASINGSTOKE (2),7,FLEET,BASINGSTOKE,,12,1
SURBITON - BASINGSTOKE (3),1,SURBITON,WALTON-ON-THAMES,,6,1
SURBITON - BASINGSTOKE (3),2,WALTON-ON-THAMES,WEYBRIDGE,,3,1
SURBITON - BASINGSTOKE (3),3,WEYBRIDGE,WOKING,,8,1
SURBITON - BASINGSTOKE (3),4,WOKING,BROOKWOOD,,6,1
SURBITON - BASINGSTOKE (3),5,BROOKWOOD,FARNBOROUGH (MAIN),,7,0
SURBITON - BASINGSTOKE (3),6,FARNBOROUGH (MAIN),FLEET,,5,1
SURBITON - BASINGSTOKE (3),7,FLEET,WINCHFIELD,,5,0
SURBITON - BASINGSTOKE (3),8,WINCHFIELD,HOOK,,4,1
SURBITON - BASINGSTOKE (3),9,HOOK,BASINGSTOKE,,8,1
BASINGSTOKE - WOKING,1,BASINGSTOKE,HOOK,,7,0
BASINGSTOKE - WOKING,2,HOOK,WINCHFIELD,,4,0
BASINGSTOKE - WOKING,3,WINCHFIELD,FLEET,,5,0
BASINGSTOKE - WOKING,4,FLEET,FARNBOROUGH (MAIN),,5,0
BASINGSTOKE - WOKING,5,FARNBOROUGH (MAIN),BROOKWOOD,,7,1
BASINGSTOKE - WOKING,6,BROOKWOOD,WOKING,,5,0
SURBITON - SOUTHAMPTON CENTRAL,1,SURBITON,WOKING,,12,1
SURBITON - SOUTHAMPTON CENTRAL,2,WOKING,FARNBOROUGH (MAIN),,9,1
SURBITON - SOUTHAMPTON CENTRAL,3,FARNBOROUGH (MAIN),FLEET,,5,1
SURBITON - SOUTHAMPTON CENTRAL,4,FLEET,BASINGSTOKE,,11,1
SURBITON - SOUTHAMPTON CENTRAL,5,BASINGSTOKE,WINCHESTER,,15,2
SURBITON - SOUTHAMPTON CENTRAL,6,WINCHESTER,EASTLEIGH,,8,1
SURBITON - SOUTHAMPTON CENTRAL,7,EASTLEIGH,SOUTHAMPTON AIRPORT (PARKWAY),,3,1
SURBITON - SOUTHAMPTON CENTRAL,8,SOUTHAMPTON AIRPORT (PARKWAY),ST DENYS,,4,1
SURBITON - SOUTHAMPTON CENTRAL,9,ST DENYS,SOUTHAMPTON CENTRAL,,4,1
WOKING - POOLE (4),1,WOKING,BASINGSTOKE,,19,1
WOKING - POOLE (4),2,BASINGSTOKE,WINCHESTER,,16,1
WOKING - POOLE (4),3,WINCHESTER,EASTLEIGH,,8,1
WOKING - POOLE (4),4,EASTLEIGH,SOUTHAMPTON AIRPORT (PARKWAY),,3,1
WOKING - POOLE (4),5,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,7,1
WOKING - POOLE (4),6,SOUTHAMPTON CENTRAL,TOTTON,,5,2
WOKING - POOLE (4),7,TOTTON,ASHURST NEW FOREST,,5,0
WOKING - POOLE (4),8,ASHURST NEW FOREST,BROCKENHURST,,8,0
WOKING - POOLE (4),9,BROCKENHURST,SWAY,,4,3
WOKING - POOLE (4),10,SWAY,NEW MILTON,,5,0
WOKING - POOLE (4),11,NEW MILTON,HINTON ADMIRAL,,4,0
WOKING - POOLE (4),12,HINTON ADMIRAL,CHRISTCHURCH,,5,0
WOKING - POOLE (4),13,CHRISTCHURCH,POKESDOWN,,4,0
WOKING - POOLE (4),14,POKESDOWN,BOURNEMOUTH,,4,0
WOKING - POOLE (4),15,BOURNEMOUTH,POOLE,,9,1
WOKING - POOLE (5),1,WOKING,BASINGSTOKE,,19,1
WOKING - POOLE (5),2,BASINGSTOKE,WINCHESTER,,16,1
WOKING - POOLE (5),3,WINCHESTER,EASTLEIGH,,8,1
WOKING - POOLE (5),4,EASTLEIGH,SOUTHAMPTON AIRPORT (PARKWAY),,3,1
WOKING - POOLE (5),5,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,7,1
WOKING - POOLE (5),6,SOUTHAMPTON CENTRAL,TOTTON,,5,2
WOKING - POOLE (5),7,TOTTON,ASHURST NEW FOREST,,5,0
WOKING - POOLE (5),8,ASHURST NEW FOREST,BROCKENHURST,,8,0
WOKING - POOLE (5),9,BROCKENHURST,SWAY,,4,1
WOKING - POOLE (5),10,SWAY,NEW MILTON,,5,0
WOKING - POOLE (5),11,NEW MILTON,HINTON ADMIRAL,,4,0
WOKING - POOLE (5),12,HINTON ADMIRAL,CHRISTCHURCH,,5,0
WOKING - POOLE (5),13,CHRISTCHURCH,POKESDOWN,,4,0
WOKING - POOLE (5),14,POKESDOWN,BOURNEMOUTH,,4,0
WOKING - POOLE (5),15,BOURNEMOUTH,BRANKSOME,,5,1
WOKING - POOLE (5),16,BRANKSOME,PARKSTONE,,3,0
WOKING - POOLE (5),17,PARKSTONE,POOLE,,4,0
WOKING - EXETER ST DAVIDS,1,WOKING,BASINGSTOKE,,19,1
WOKING - EXETER ST DAVIDS,2,BASINGSTOKE,ANDOVER,,16,2
WOKING - EXETER ST DAVIDS,3,ANDOVER,SALISBURY,,17,1
WOKING - EXETER ST DAVIDS,4,SALISBURY,TISBURY,,19,6
WOKING - EXETER ST DAVIDS,5,TISBURY,GILLINGHAM (DORSET),,10,1
WOKING - EXETER ST DAVIDS,6,GILLINGHAM (DORSET),TEMPLECOMBE,,7,1
WOKING - EXETER ST DAVIDS,7,TEMPLECOMBE,SHERBORNE,,7,0
WOKING - EXETER ST DAVIDS,8,SHERBORNE,YEOVIL JUNCTION,,5,1
WOKING - EXETER ST DAVIDS,9,YEOVIL JUNCTION,CREWKERNE,,9,1
WOKING - EXETER ST DAVIDS,10,CREWKERNE,AXMINSTER,,13,1
WOKING - EXETER ST DAVIDS,11,AXMINSTER,HONITON,,12,1
WOKING - EXETER ST DAVIDS,12,HONITON,WHIMPLE,,8,1
WOKING - EXETER ST DAVIDS,13,WHIMPLE,CRANBROOK,,4,0
WOKING - EXETER ST DAVIDS,14,CRANBROOK,PINHOE,,4,0
WOKING - EXETER ST DAVIDS,15,PINHOE,EXETER CENTRAL,,6,0
WOKING - EXETER ST DAVIDS,16,EXETER CENTRAL,EXETER ST DAVIDS,,4,1
SALISBURY - WOKING,1,SALISBURY,ANDOVER,,16,0
SALISBURY - WOKING,2,ANDOVER,BASINGSTOKE,,17,1
SALISBURY - WOKING,3,BASINGSTOKE,WOKING,,19,1
SALISBURY - WOKING (2),1,SALISBURY,GRATELEY,,12,0
SALISBURY - WOKING (2),2,GRATELEY,ANDOVER,,6,0
SALISBURY - WOKING (2),3,ANDOVER,WHITCHURCH (HAMPSHIRE),,8,1
SALISBURY - WOKING (2),4,WHITCHURCH (HAMPSHIRE),OVERTON,,6,0
SALISBURY - WOKING (2),5,OVERTON,BASINGSTOKE,,9,0
SALISBURY - WOKING (2),6,BASINGSTOKE,WOKING,,18,1
WOKING - EXETER ST DAVIDS (2),1,WOKING,BASINGSTOKE,,19,1
WOKING - EXETER ST DAVIDS (2),2,BASINGSTOKE,ANDOVER,,16,2
WOKING - EXETER ST DAVIDS (2),3,ANDOVER,SALISBURY,,17,3
WOKING - EXETER ST DAVIDS (2),4,SALISBURY,TISBURY,,19,4
WOKING - EXETER ST DAVIDS (2),5,TISBURY,GILLINGHAM (DORSET),,10,0
WOKING - EXETER ST DAVIDS (2),6,GILLINGHAM (DORSET),TEMPLECOMBE,,8,1
WOKING - EXETER ST DAVIDS (2),7,TEMPLECOMBE,SHERBORNE,,7,0
WOKING - EXETER ST DAVIDS (2),8,SHERBORNE,YEOVIL JUNCTION,,6,0
WOKING - EXETER ST DAVIDS (2),9,YEOVIL JUNCTION,CREWKERNE,,9,1
WOKING - EXETER ST DAVIDS (2),10,CREWKERNE,AXMINSTER,,13,1
WOKING - EXETER ST DAVIDS (2),11,AXMINSTER,HONITON,,12,1
WOKING - EXETER ST DAVIDS (2),12,HONITON,FENITON,,5,1
WOKING - EXETER ST DAVIDS (2),13,FENITON,CRANBROOK,,8,0
WOKING - EXETER ST DAVIDS (2),14,CRANBROOK,PINHOE,,4,0
WOKING - EXETER ST DAVIDS (2),15,PINHOE,EXETER CENTRAL,,5,0
WOKING - EXETER ST DAVIDS (2),16,EXETER CENTRAL,EXETER ST DAVIDS,,3,2
YEOVIL JUNCTION - WOKING,1,YEOVIL JUNCTION,SHERBORNE,,6,0
YEOVIL JUNCTION - WOKING,2,SHERBORNE,TEMPLECOMBE,,8,0
YEOVIL JUNCTION - WOKING,3,TEMPLECOMBE,GILLINGHAM (DORSET),,7,0
YEOVIL JUNCTION - WOKING,4,GILLINGHAM (DORSET),TISBURY,,10,1
YEOVIL JUNCTION - WOKING,5,TISBURY,SALISBURY,,15,0
YEOVIL JUNCTION - WOKING,6,SALISBURY,ANDOVER,,16,11
YEOVIL JUNCTION - WOKING,7,ANDOVER,BASINGSTOKE,,17,2
YEOVIL JUNCTION - WOKING,8,BASINGSTOKE,WOKING,,19,2
EXETER ST DAVIDS - WOKING,1,EXETER ST DAVIDS,EXETER CENTRAL,,3,0
EXETER ST DAVIDS - WOKING,2,EXETER CENTRAL,PINHOE,,7,1
EXETER ST DAVIDS - WOKING,3,PINHOE,CRANBROOK,,4,1
EXETER ST DAVIDS - WOKING,4,CRANBROOK,FENITON,,8,0
EXETER ST DAVIDS - WOKING,5,FENITON,HONITON,,7,0
EXETER ST DAVIDS - WOKING,6,HONITON,AXMINSTER,,10,1
EXETER ST DAVIDS - WOKING,7,AXMINSTER,CREWKERNE,,13,1
EXETER ST DAVIDS - WOKING,8,CREWKERNE,YEOVIL JUNCTION,,9,0
EXETER ST DAVIDS - WOKING,9,YEOVIL JUNCTION,SHERBORNE,,6,1
EXETER ST DAVIDS - WOKING,10,SHERBORNE,TEMPLECOMBE,,8,0
EXETER ST DAVIDS - WOKING,11,TEMPLECOMBE,GILLINGHAM (DORSET),,7,0
EXETER ST DAVIDS - WOKING,12,GILLINGHAM (DORSET),TISBURY,,10,1
EXETER ST DAVIDS - WOKING,13,TISBURY,SALISBURY,,14,0
EXETER ST DAVIDS - WOKING,14,SALISBURY,ANDOVER,,16,11
EXETER ST DAVIDS - WOKING,15,ANDOVER,BASINGSTOKE,,18,2
EXETER ST DAVIDS - WOKING,16,BASINGSTOKE,WOKING,,19,1
EXETER ST DAVIDS - WOKING (2),1,EXETER ST DAVIDS,EXETER CENTRAL,,3,0
EXETER ST DAVIDS - WOKING (2),2,EXETER CENTRAL,PINHOE,,5,2
EXETER ST DAVIDS - WOKING (2),3,PINHOE,CRANBROOK,,4,0
EXETER ST DAVIDS - WOKING (2),4,CRANBROOK,WHIMPLE,,5,0
EXETER ST DAVIDS - WOKING (2),5,WHIMPLE,HONITON,,9,0
EXETER ST DAVIDS - WOKING (2),6,HONITON,AXMINSTER,,10,2
EXETER ST DAVIDS - WOKING (2),7,AXMINSTER,CREWKERNE,,13,1
EXETER ST DAVIDS - WOKING (2),8,CREWKERNE,YEOVIL JUNCTION,,9,0
EXETER ST DAVIDS - WOKING (2),9,YEOVIL JUNCTION,SHERBORNE,,6,1
EXETER ST DAVIDS - WOKING (2),10,SHERBORNE,TEMPLECOMBE,,8,0
